,loss,accuracy,mean_iou,val_loss,val_accuracy,val_mean_iou
0,0.4108116328716278,0.8537759780883789,0.6713013052940369,3.5891308784484863,0.1163465678691864,0.05766018480062485
1,0.12158394604921341,0.9707691073417664,0.8732336759567261,3.2872979640960693,0.15062077343463898,0.07811287045478821
2,0.084376260638237,0.9748703837394714,0.8879716992378235,1.3308652639389038,0.44566261768341064,0.2584056258201599
3,0.07073076069355011,0.9772774577140808,0.90008544921875,0.743642270565033,0.7138667702674866,0.48830610513687134
4,0.059666384011507034,0.9806206226348877,0.911098301410675,0.510469913482666,0.8086941838264465,0.5877154469490051
5,0.05207672342658043,0.9823741316795349,0.9178010821342468,0.3408551514148712,0.8852679133415222,0.6899686455726624
6,0.04571789875626564,0.9849953055381775,0.9271540641784668,0.07561958581209183,0.9797481894493103,0.8887073397636414
7,0.04211060702800751,0.9855723977088928,0.9298914670944214,0.06412738561630249,0.982611358165741,0.900126576423645
8,0.041756704449653625,0.9860191345214844,0.9319106936454773,0.05534913390874863,0.9836137294769287,0.9122828245162964
9,0.037210311740636826,0.986997663974762,0.9363570809364319,0.04831233248114586,0.985316812992096,0.9187624454498291
10,0.03769499063491821,0.9867638945579529,0.9364007711410522,0.03254348784685135,0.98931884765625,0.9463589191436768
11,0.033862318843603134,0.9884363412857056,0.9437832236289978,0.06013471633195877,0.9817140102386475,0.9084684252738953
12,0.03137467801570892,0.9892301559448242,0.9466327428817749,0.03256594017148018,0.9896613359451294,0.9493011832237244
13,0.028503848239779472,0.9901222586631775,0.9506633281707764,0.026927368715405464,0.9896443486213684,0.9477865099906921
14,0.03081965632736683,0.9890183806419373,0.9467297196388245,0.02727397531270981,0.9916932582855225,0.9554481506347656
15,0.02785894274711609,0.9901384115219116,0.9509425759315491,0.028129033744335175,0.990641713142395,0.9466807842254639
16,0.025318311527371407,0.9912344217300415,0.9557487368583679,0.025810692459344864,0.9908044338226318,0.9536948204040527
17,0.02653145045042038,0.9906734228134155,0.9534428119659424,0.055226314812898636,0.980804443359375,0.8952711820602417
18,0.024545885622501373,0.9912295937538147,0.9562709331512451,0.03073236718773842,0.9905102849006653,0.9544079303741455
19,0.022172514349222183,0.9920928478240967,0.9592611789703369,0.029595997184515,0.9896697998046875,0.94465571641922
20,0.02287846989929676,0.9916738271713257,0.9592399597167969,0.05158267915248871,0.9821162819862366,0.9030696749687195
21,0.02162211388349533,0.9921292066574097,0.9606336355209351,0.049243077635765076,0.9820531010627747,0.9074983596801758
22,0.0211198627948761,0.9925675392150879,0.9630310535430908,0.04647121578454971,0.9830152988433838,0.9147370457649231
23,0.02158256247639656,0.9923502802848816,0.9619415998458862,0.022049523890018463,0.9917047023773193,0.955336332321167
24,0.02128169685602188,0.9921042919158936,0.9614258408546448,0.03342829644680023,0.9865052700042725,0.9245401620864868
25,0.019118547439575195,0.9931237697601318,0.9649778008460999,0.026201171800494194,0.9904391169548035,0.9521312713623047
26,0.020710432901978493,0.9923670291900635,0.9617102146148682,0.023546483367681503,0.9902093410491943,0.9472394585609436
27,0.018288252875208855,0.9932597875595093,0.9655278921127319,0.02416463941335678,0.9916064143180847,0.9566030502319336
28,0.0183513555675745,0.9932074546813965,0.9656525254249573,0.02837643399834633,0.9895850419998169,0.9397872686386108
29,0.017591916024684906,0.9936100244522095,0.9669500589370728,0.025701530277729034,0.9902487993240356,0.9417532682418823
30,0.017122136428952217,0.9936838150024414,0.9668025970458984,0.03526999428868294,0.9882426857948303,0.9323311448097229
31,0.017013607546687126,0.993676483631134,0.9679035544395447,0.025684349238872528,0.9897130131721497,0.934398353099823
32,0.0173945389688015,0.993592381477356,0.9667384028434753,0.021823041141033173,0.9907815456390381,0.9419015645980835
33,0.016717171296477318,0.9936801195144653,0.9673211574554443,0.026582220569252968,0.9898045659065247,0.9352784156799316
34,0.015266497619450092,0.9943088889122009,0.9704102277755737,0.02162650227546692,0.9915241599082947,0.953169584274292
35,0.015979500487446785,0.9940105676651001,0.9691761136054993,0.05762694776058197,0.9830767512321472,0.9086580276489258
36,0.014407668262720108,0.9945467710494995,0.9706313014030457,0.03106338530778885,0.9889814853668213,0.9334594011306763
37,0.014157876372337341,0.994651734828949,0.9712826013565063,0.039967529475688934,0.9865811467170715,0.9249013662338257
38,0.015251096338033676,0.9942465424537659,0.9712655544281006,0.048822127282619476,0.9863361716270447,0.9208992719650269
39,0.014554491266608238,0.994472086429596,0.9718303084373474,0.0254799984395504,0.9903132319450378,0.9388015866279602
40,0.014299179427325726,0.9945473074913025,0.9712586998939514,0.02502647414803505,0.9908108115196228,0.9476746320724487
41,0.013972925953567028,0.9946608543395996,0.9723372459411621,0.022943904623389244,0.9913232326507568,0.9514946341514587
42,0.012802345678210258,0.9951306581497192,0.973861575126648,0.024838097393512726,0.9905340671539307,0.9458816051483154
43,0.014072577469050884,0.9945533275604248,0.9722681641578674,0.04184572771191597,0.98582923412323,0.9220846891403198
44,0.013018309138715267,0.9950495958328247,0.9744966626167297,0.0658419132232666,0.9825320839881897,0.910768985748291
45,0.01260659471154213,0.9951704144477844,0.9740068316459656,0.04125727713108063,0.9864099025726318,0.9198824167251587
46,0.012894942425191402,0.9951151609420776,0.9741879105567932,0.03138706833124161,0.9886847734451294,0.9298954010009766
47,0.012832125648856163,0.9950454831123352,0.9746402502059937,0.02287534810602665,0.9913771152496338,0.9497007131576538
48,0.013625740073621273,0.994696855545044,0.9725493788719177,0.041105031967163086,0.9876734614372253,0.9226220846176147
49,0.012867995537817478,0.9949859976768494,0.9744533896446228,0.04411349073052406,0.9849972128868103,0.9220340251922607
50,0.013583934865891933,0.9947217702865601,0.9736720323562622,0.07804778963327408,0.979925811290741,0.897377073764801
51,0.014059697277843952,0.9944806694984436,0.9714964628219604,0.03122650273144245,0.988468587398529,0.9308353662490845
52,0.012675359845161438,0.9950755834579468,0.9738418459892273,0.022875361144542694,0.9907650351524353,0.9474747180938721
53,0.01258334331214428,0.9950764775276184,0.9742196202278137,0.020062390714883804,0.9919289350509644,0.954958975315094
54,0.011841959320008755,0.9954249262809753,0.9759020209312439,0.021459421142935753,0.9919916987419128,0.9568965435028076
55,0.011774133890867233,0.9953874945640564,0.9753143191337585,0.03243282437324524,0.9890314936637878,0.931308925151825
56,0.010759438388049603,0.995849072933197,0.9780870079994202,0.028520580381155014,0.9896939396858215,0.9358307123184204
57,0.01129611674696207,0.9956121444702148,0.9761024713516235,0.029262661933898926,0.9898444414138794,0.9448956251144409
58,0.013025913387537003,0.9948903322219849,0.973495364189148,0.04096848517656326,0.9863879084587097,0.9272493124008179
59,0.011604299768805504,0.9954632520675659,0.9759306907653809,0.04637451469898224,0.9874081015586853,0.9326615333557129
60,0.011133832857012749,0.9956163167953491,0.976318895816803,0.051134414970874786,0.9839515686035156,0.9120715856552124
61,0.011993558146059513,0.9954999685287476,0.9770671725273132,0.06371171027421951,0.9801241755485535,0.896422266960144
62,0.012997693382203579,0.9948351383209229,0.9738966226577759,0.02145814709365368,0.9919869899749756,0.9582158327102661
63,0.01227161381393671,0.9951074123382568,0.9749760627746582,0.020400116220116615,0.992466390132904,0.96192467212677
64,0.011785822920501232,0.9953676462173462,0.9756062030792236,0.0363345667719841,0.987539529800415,0.9302037954330444
65,0.011397251859307289,0.995520830154419,0.9763766527175903,0.02591007575392723,0.9898651838302612,0.9397307634353638
66,0.010160486213862896,0.9960376024246216,0.9788064360618591,0.03237153962254524,0.9878654479980469,0.9282869100570679
67,0.009462712332606316,0.9963062405586243,0.9803681969642639,0.03575020283460617,0.9876255393028259,0.9290785789489746
68,0.01047895010560751,0.9958586692810059,0.9778957962989807,0.03637228161096573,0.988244354724884,0.9329761266708374
69,0.0097360759973526,0.9961531162261963,0.9791195392608643,0.03843650594353676,0.9881248474121094,0.9300786256790161
70,0.009000595659017563,0.9964632391929626,0.9806704521179199,0.03744414821267128,0.9884567260742188,0.9298971891403198
71,0.009604417718946934,0.9961767196655273,0.9803789854049683,0.0434630885720253,0.9870330095291138,0.9221259355545044
72,0.010029278695583344,0.9959926009178162,0.9783623814582825,0.041242558509111404,0.987966775894165,0.9301300644874573
73,0.010042089968919754,0.9959300756454468,0.9788755774497986,0.049220792949199677,0.986552357673645,0.9225556254386902
74,0.009807407855987549,0.9961226582527161,0.9795629382133484,0.034921642392873764,0.9887330532073975,0.9345368146896362
75,0.01077265478670597,0.9956676363945007,0.9768890738487244,0.048506733030080795,0.9859153032302856,0.9191280603408813
76,0.009736110456287861,0.9960921406745911,0.9795036315917969,0.03556440398097038,0.9890887141227722,0.9279428720474243
77,0.009000369347631931,0.9964143633842468,0.980871856212616,0.031116601079702377,0.9898359775543213,0.9354655742645264
78,0.008749281987547874,0.9964936971664429,0.9813353419303894,0.035388100892305374,0.9889289140701294,0.9299175143241882
79,0.009961479343473911,0.996037483215332,0.9787749648094177,0.027558233588933945,0.9904556274414062,0.9351211786270142
80,0.009448152966797352,0.9961511492729187,0.9797157645225525,0.04026520997285843,0.9880214333534241,0.9269049167633057
81,0.0092855803668499,0.9962964653968811,0.9805851578712463,0.025155434384942055,0.9908718466758728,0.9437755942344666
