,loss,accuracy,mean_iou,val_loss,val_accuracy,val_mean_iou
0,1.4990488290786743,0.6308478116989136,0.3993687629699707,0.5110812783241272,0.7636805772781372,0.45345211029052734
1,0.6339056491851807,0.8040046691894531,0.5509944558143616,0.43910616636276245,0.7769054174423218,0.41947272419929504
2,0.41266947984695435,0.8700140714645386,0.6205807328224182,0.37375468015670776,0.833850622177124,0.42149242758750916
3,0.3120553493499756,0.9045970439910889,0.6719784736633301,0.3591291904449463,0.8630620837211609,0.4306435286998749
4,0.28767967224121094,0.9139638543128967,0.6929368376731873,0.36570507287979126,0.8724285364151001,0.43282952904701233
5,0.2663314640522003,0.9198493957519531,0.7043862342834473,0.38284754753112793,0.8732390403747559,0.4328669607639313
6,0.2494676113128662,0.9235624074935913,0.7091044187545776,0.38180041313171387,0.87356036901474,0.43302199244499207
7,0.2257602959871292,0.9318296313285828,0.73393315076828,0.40676382184028625,0.87449711561203,0.4332789182662964
8,0.21615713834762573,0.9323133230209351,0.7394930124282837,0.423066645860672,0.875083327293396,0.4335426986217499
9,0.20797884464263916,0.9364895224571228,0.7449859976768494,0.4361836314201355,0.8752757906913757,0.433628648519516
10,0.1976972371339798,0.938474178314209,0.754236102104187,0.4628434479236603,0.8757025599479675,0.4338192641735077
11,0.1838124394416809,0.9426460266113281,0.7653260827064514,0.47657787799835205,0.8759150505065918,0.433925062417984
12,0.18509013950824738,0.9415959119796753,0.7638883590698242,0.508301854133606,0.8759199380874634,0.4339405596256256
13,0.18680261075496674,0.9408915638923645,0.7567305564880371,0.5161322951316833,0.87596195936203,0.4340052604675293
14,0.18889999389648438,0.9390180110931396,0.7531745433807373,0.4571656286716461,0.8762313723564148,0.43472516536712646
15,0.18213681876659393,0.9415224194526672,0.7599170207977295,0.36388981342315674,0.8769484162330627,0.4426799714565277
16,0.16047322750091553,0.9478040337562561,0.7814304828643799,0.2543874979019165,0.8916520476341248,0.5244707465171814
17,0.1553586721420288,0.9473987221717834,0.776966392993927,0.19463299214839935,0.9224194884300232,0.6658894419670105
18,0.16116508841514587,0.9451875686645508,0.7751758098602295,0.16860376298427582,0.9351819157600403,0.7317673563957214
19,0.15308651328086853,0.949138879776001,0.7849466800689697,0.14884328842163086,0.9449325203895569,0.7772095799446106
20,0.15896882116794586,0.9468132853507996,0.7787230014801025,0.14280755817890167,0.9470993280410767,0.7921532988548279
21,0.15856800973415375,0.9482467770576477,0.784923791885376,0.1461009979248047,0.9460529088973999,0.7872070670127869
22,0.14428068697452545,0.9522131681442261,0.7940475940704346,0.13900156319141388,0.948956310749054,0.8068709373474121
23,0.1510351151227951,0.9476146101951599,0.7851426005363464,0.14171355962753296,0.9472295641899109,0.7968444228172302
24,0.13836678862571716,0.950547456741333,0.7908747792243958,0.13703835010528564,0.9491863250732422,0.8101508021354675
25,0.13242094218730927,0.9547652006149292,0.8078685402870178,0.13543720543384552,0.9497337937355042,0.8141059875488281
26,0.12844134867191315,0.9550720453262329,0.8089284896850586,0.13759076595306396,0.9488568305969238,0.8157146573066711
27,0.14089052379131317,0.9511579275131226,0.7982195615768433,0.13508379459381104,0.949680745601654,0.8135736584663391
28,0.13398687541484833,0.9531295895576477,0.8027167320251465,0.13518540561199188,0.9492495059967041,0.8072380423545837
29,0.13763676583766937,0.9520809650421143,0.7992970943450928,0.13166674971580505,0.9509540796279907,0.8186888694763184
30,0.13453663885593414,0.9537394642829895,0.8062047362327576,0.1298014223575592,0.951429545879364,0.8177744746208191
31,0.13517382740974426,0.9521472454071045,0.7967517971992493,0.12840376794338226,0.9520213007926941,0.8165220618247986
32,0.1295439898967743,0.9544248580932617,0.8065651059150696,0.12853601574897766,0.9512680172920227,0.8232141137123108
33,0.13123711943626404,0.9545878767967224,0.8062664866447449,0.1261010617017746,0.9528093934059143,0.8204658031463623
34,0.13935834169387817,0.9501218795776367,0.7969753742218018,0.12519361078739166,0.952597975730896,0.826209306716919
35,0.13049526512622833,0.9533015489578247,0.8048702478408813,0.12603946030139923,0.9528456926345825,0.8308166861534119
36,0.1198229119181633,0.958864688873291,0.8233139514923096,0.1219354197382927,0.9537866115570068,0.8286530375480652
37,0.12313482910394669,0.9575204253196716,0.8224121332168579,0.12025263905525208,0.9553452134132385,0.8358318209648132
38,0.1230265349149704,0.9570609927177429,0.8170690536499023,0.12030696868896484,0.954639196395874,0.8347360491752625
39,0.12271789461374283,0.9563143253326416,0.8150629997253418,0.11923511326313019,0.9544275403022766,0.8302238583564758
40,0.11871201545000076,0.9580650329589844,0.8234516382217407,0.1210990697145462,0.9537556767463684,0.8364229202270508
41,0.12513886392116547,0.9562592506408691,0.8140044212341309,0.12360459566116333,0.9520833492279053,0.8278900980949402
