   ,index ,batch ,lr     ,train_loss                  ,train_acc           ,train_mean_iou      ,val_loss                    ,val_acc            ,val_mean_iou       ,test_loss                   ,test_acc           ,test_mean_iou
 0 ,    0 ,    4 ,0.01   ,       0.05911910906434059  ,0.9750396609306335  ,0.888757586479187   ,       0.0585494264960289   ,0.9774549007415771 ,0.9068758487701416 ,       0.06640556454658508  ,0.9759235978126526 ,0.8885257840156555
 1 ,    1 ,    4 ,0.05   , 4646091.0                  ,0.8723151683807373  ,0.6404038071632385  ,33519746.0                  ,0.9418154954910278 ,0.7844329476356506 ,33058128.0                  ,0.9421342015266418 ,0.7657297253608704
 2 ,    2 ,    4 ,0.001  ,       0.023129943758249283 ,0.9909777045249939  ,0.9556637406349182  ,       0.0355752632021904   ,0.9869377017021179 ,0.9476178288459778 ,       0.051607437431812286 ,0.9846325516700745 ,0.9279863238334656
 3 ,    3 ,    4 ,0.005  ,       0.0429062619805336   ,0.9825099110603333  ,0.9204069972038269  ,       0.04306519404053688  ,0.9832705855369568 ,0.9328754544258118 ,       0.045024726539850235 ,0.9834533333778381 ,0.9187629222869873
 4 ,    4 ,    4 ,0.0001 ,       0.02981940284371376  ,0.9880094528198242  ,0.9426501393318176  ,       0.04167340695858002  ,0.9839524626731873 ,0.9354034066200256 ,       0.06060381606221199  ,0.981960654258728  ,0.9144740104675293
 5 ,    5 ,    4 ,0.0005 ,       0.022505896165966988 ,0.9910770058631897  ,0.9548292756080627  ,       0.03196423500776291  ,0.9876258969306946 ,0.9488835334777832 ,       0.044256940484046936 ,0.9853674173355103 ,0.9299046397209167
 6 ,    6 ,    4 ,1e-05  ,       0.06604336947202682  ,0.9747905135154724  ,0.8879633545875549  ,       0.07450933009386063  ,0.9723266959190369 ,0.8967517018318176 ,       0.07436986267566681  ,0.9759504199028015 ,0.8899189829826355
 7 ,    7 ,    4 ,5e-05  ,       0.04893471300601959  ,0.9805071949958801  ,0.913196861743927   ,       0.05244792625308037  ,0.9795039892196655 ,0.9164811968803406 ,       0.058131616562604904 ,0.9780471920967102 ,0.9023065567016602
 8 ,    8 ,    4 ,1e-06  ,       0.13556089997291565  ,0.952944278717041   ,0.803191602230072   ,       0.1348203420639038   ,0.9497216939926147 ,0.8187179565429688 ,       0.1423110067844391   ,0.9518880248069763 ,0.803072988986969
 9 ,    9 ,    4 ,5e-06  ,       0.08095873147249222  ,0.9702569246292114  ,0.8701963424682617  ,       0.09273781627416611  ,0.9642586708068848 ,0.8721246719360352 ,       0.08840009570121765  ,0.9707667231559753 ,0.8703160285949707
10 ,   10 ,    8 ,0.01   ,       0.10160715878009796  ,0.9596704840660095  ,0.8349297642707825  ,       0.08420448005199432  ,0.9699507355690002 ,0.8729627132415771 ,       0.08163738250732422  ,0.9697597622871399 ,0.8671638369560242
11 ,   11 ,    8 ,0.05   , 1291447.5                  ,0.6078856587409973  ,0.36233335733413696 ,12879862.0                  ,0.8102450966835022 ,0.569117546081543  ,10204781.0                  ,0.8704073429107666 ,0.6302711367607117
12 ,   12 ,    8 ,0.001  ,       0.03846735507249832  ,0.9845221638679504  ,0.9298218488693237  ,       0.042502809315919876 ,0.9850661158561707 ,0.9417297840118408 ,       0.04520498216152191  ,0.9847172498703003 ,0.9254980683326721
13 ,   13 ,    8 ,0.005  ,       0.05651403218507767  ,0.9776288866996765  ,0.9007645845413208  ,       0.053069066256284714 ,0.9799779653549194 ,0.9225980639457703 ,       0.05435394123196602  ,0.9815638065338135 ,0.9160239696502686
14 ,   14 ,    8 ,0.0001 ,       0.03918146342039108  ,0.9843955039978027  ,0.9245291948318481  ,       0.052350398153066635 ,0.9806737303733826 ,0.925869882106781  ,       0.053287092596292496 ,0.9822368621826172 ,0.9162788391113281
15 ,   15 ,    8 ,0.0005 ,       0.029379837214946747 ,0.9881892800331116  ,0.9420103430747986  ,       0.04505996033549309  ,0.984807550907135  ,0.9406051635742188 ,       0.049988072365522385 ,0.9837945103645325 ,0.9245758056640625
